"","cue","target","cond","ResponseID","Finished","Progress","question","condition","dis","token","acc"
"3623","paint","picture","SF","W58",TRUE,100,"Q453","Sans Forgetica","disfluent","0",0
"3624","paint","picture","SF","W13",TRUE,100,"Q453","Sans Forgetica","disfluent","portrait",0
"3625","paint","picture","SF","W24",TRUE,100,"Q453","Sans Forgetica","disfluent","picture",1
"3626","paint","picture","SF","W23",TRUE,100,"Q453","Sans Forgetica","disfluent","bucket",0
"3627","paint","picture","SF","W41",TRUE,100,"Q453","Sans Forgetica","disfluent","wall",0
"3628","paint","picture","SF","W12",TRUE,100,"Q453","Sans Forgetica","disfluent","0",0
"3629","paint","picture","SF","W36",TRUE,100,"Q453","Sans Forgetica","disfluent","brush",0
"3630","paint","picture","SF","W22",TRUE,100,"Q453","Sans Forgetica","disfluent","ball",0
"3631","paint","picture","SF","W31",TRUE,100,"Q453","Sans Forgetica","disfluent","cover",0
"3632","paint","picture","SF","W53",TRUE,100,"Q453","Sans Forgetica","disfluent","0",0
"3633","paint","picture","SF","W7",TRUE,100,"Q453","Sans Forgetica","disfluent","picture",1
"3634","paint","picture","SF","W43",TRUE,100,"Q453","Sans Forgetica","disfluent","0",0
"3635","paint","picture","SF","W26",TRUE,100,"Q453","Sans Forgetica","disfluent","it",0
"3636","paint","picture","SF","W26",TRUE,100,"Q453","Sans Forgetica","disfluent","black",0
"3637","paint","picture","SF","W59",TRUE,100,"Q453","Sans Forgetica","disfluent","brush",0
"3638","paint","picture","SF","W48",TRUE,100,"Q453","Sans Forgetica","disfluent","0",0
"3639","paint","picture","SF","W44",TRUE,100,"Q453","Sans Forgetica","disfluent","wall",0
"3640","paint","picture","SF","W6",TRUE,100,"Q453","Sans Forgetica","disfluent","picture",1
"3641","paint","picture","SF","W11",TRUE,100,"Q453","Sans Forgetica","disfluent","picture",1
"3642","paint","picture","SF","W8",TRUE,100,"Q453","Sans Forgetica","disfluent","picture",1
"3643","paint","picture","SF","W27",TRUE,100,"Q453","Sans Forgetica","disfluent","wall",0
"3644","paint","picture","SF","W28",TRUE,100,"Q453","Sans Forgetica","disfluent","0",0
"3645","paint","picture","SF","W29",TRUE,100,"Q453","Sans Forgetica","disfluent","black",0
"3646","paint","picture","SF","W4",TRUE,100,"Q453","Sans Forgetica","disfluent","color",0
"3647","paint","picture","SF","W5",TRUE,100,"Q453","Sans Forgetica","disfluent","brush",0
"3648","paint","picture","SF","W15",TRUE,100,"Q453","Sans Forgetica","disfluent","wall",0
"3649","paint","picture","SF","W18",TRUE,100,"Q453","Sans Forgetica","disfluent","picture",1
"3650","paint","picture","SF","W32",TRUE,100,"Q453","Sans Forgetica","disfluent","colour",0
"3651","paint","picture","SF","W14",TRUE,100,"Q453","Sans Forgetica","disfluent","0",0
"3652","paint","picture","SF","W21",TRUE,100,"Q453","Sans Forgetica","disfluent","picture",1
"3653","paint","picture","SF","W45",TRUE,100,"Q453","Sans Forgetica","disfluent","picture",1
"3654","paint","picture","SF","W10",TRUE,100,"Q453","Sans Forgetica","disfluent","wet",0
"3655","paint","picture","SF","W54",TRUE,100,"Q453","Sans Forgetica","disfluent","0",0
"3656","paint","picture","SF","W49",TRUE,100,"Q453","Sans Forgetica","disfluent","0",0
"3657","paint","picture","SF","W42",TRUE,100,"Q453","Sans Forgetica","disfluent","wall",0
"3658","paint","picture","SF","W50",TRUE,100,"Q453","Sans Forgetica","disfluent","picture",1
"3659","paint","picture","SF","W3",TRUE,100,"Q453","Sans Forgetica","disfluent","wall",0
"3660","paint","picture","SF","W57",FALSE,99,"Q453","Sans Forgetica","disfluent","picture",1
"3661","paint","picture","SF","W34",FALSE,99,"Q453","Sans Forgetica","disfluent","picture",1
"3662","paint","picture","SF","W30",FALSE,99,"Q453","Sans Forgetica","disfluent","color",0
"3663","report","weather","SF","W52",TRUE,100,"Q455","Sans Forgetica","disfluent","0",0
"3664","report","weather","SF","W51",TRUE,100,"Q455","Sans Forgetica","disfluent","0",0
"3665","report","weather","SF","W19",TRUE,100,"Q455","Sans Forgetica","disfluent","0",0
"3666","report","weather","SF","W40",TRUE,100,"Q455","Sans Forgetica","disfluent","0",0
"3667","report","weather","SF","W39",TRUE,100,"Q455","Sans Forgetica","disfluent","0",0
"3668","report","weather","SF","W56",TRUE,100,"Q455","Sans Forgetica","disfluent","0",0
"3669","report","weather","SF","W55",TRUE,100,"Q455","Sans Forgetica","disfluent","0",0
"3670","report","weather","SF","W25",TRUE,100,"Q455","Sans Forgetica","disfluent","card",0
"3671","report","weather","SF","W46",TRUE,100,"Q455","Sans Forgetica","disfluent","group",0
"3672","report","weather","SF","W9",TRUE,100,"Q455","Sans Forgetica","disfluent","0",0
"3673","report","weather","SF","W16",TRUE,100,"Q455","Sans Forgetica","disfluent","project",0
"3674","report","weather","SF","W33",TRUE,100,"Q455","Sans Forgetica","disfluent","0",0
"3675","report","weather","SF","W35",TRUE,100,"Q455","Sans Forgetica","disfluent","0",0
"3676","report","weather","SF","W20",TRUE,100,"Q455","Sans Forgetica","disfluent","0",0
"3677","report","weather","SF","W2",TRUE,100,"Q455","Sans Forgetica","disfluent","card",0
"3678","report","weather","SF","W38",TRUE,100,"Q455","Sans Forgetica","disfluent","weather",1
"3679","report","weather","SF","W47",TRUE,100,"Q455","Sans Forgetica","disfluent","0",0
"3680","report","weather","SF","W37",TRUE,100,"Q455","Sans Forgetica","disfluent","weather",1
"3681","report","weather","SF","W17",TRUE,100,"Q455","Sans Forgetica","disfluent","sheet",0
"3682","report","weather","SF","W58",TRUE,100,"Q455","Sans Forgetica","disfluent","weather",1
"3683","report","weather","SF","W13",TRUE,100,"Q455","Sans Forgetica","disfluent","weather",1
"3684","report","weather","SF","W24",TRUE,100,"Q455","Sans Forgetica","disfluent","0",0
"3685","report","weather","SF","W23",TRUE,100,"Q455","Sans Forgetica","disfluent","document",0
"3686","report","weather","SF","W41",TRUE,100,"Q455","Sans Forgetica","disfluent","card",0
"3687","report","weather","SF","W12",TRUE,100,"Q455","Sans Forgetica","disfluent","0",0
"3688","report","weather","SF","W36",TRUE,100,"Q455","Sans Forgetica","disfluent","book",0
"3689","report","weather","SF","W22",TRUE,100,"Q455","Sans Forgetica","disfluent","card",0
"3690","report","weather","SF","W31",TRUE,100,"Q455","Sans Forgetica","disfluent","doctor",0
"3691","report","weather","SF","W53",TRUE,100,"Q455","Sans Forgetica","disfluent","0",0
"3692","report","weather","SF","W7",TRUE,100,"Q455","Sans Forgetica","disfluent","weather",1
"3693","report","weather","SF","W43",TRUE,100,"Q455","Sans Forgetica","disfluent","0",0
"3694","report","weather","SF","W26",TRUE,100,"Q455","Sans Forgetica","disfluent","card",0
"3695","report","weather","SF","W59",TRUE,100,"Q455","Sans Forgetica","disfluent","paper",0
"3696","report","weather","SF","W48",TRUE,100,"Q455","Sans Forgetica","disfluent","weather",1
"3697","report","weather","SF","W44",TRUE,100,"Q455","Sans Forgetica","disfluent","0",0
"3698","report","weather","SF","W6",TRUE,100,"Q455","Sans Forgetica","disfluent","0",0
"3699","report","weather","SF","W11",TRUE,100,"Q455","Sans Forgetica","disfluent","weather",1
"3700","report","weather","SF","W8",TRUE,100,"Q455","Sans Forgetica","disfluent","document",0
"3701","report","weather","SF","W27",TRUE,100,"Q455","Sans Forgetica","disfluent","news",0
"3702","report","weather","SF","W28",TRUE,100,"Q455","Sans Forgetica","disfluent","weather",1
"3703","report","weather","SF","W29",TRUE,100,"Q455","Sans Forgetica","disfluent","paper",0
"3704","report","weather","SF","W4",TRUE,100,"Q455","Sans Forgetica","disfluent","weather",1
"3705","report","weather","SF","W5",TRUE,100,"Q455","Sans Forgetica","disfluent","office",0
"3706","report","weather","SF","W15",TRUE,100,"Q455","Sans Forgetica","disfluent","0",0
"3707","report","weather","SF","W18",TRUE,100,"Q455","Sans Forgetica","disfluent","0",0
"3708","report","weather","SF","W32",TRUE,100,"Q455","Sans Forgetica","disfluent","write",0
"3709","report","weather","SF","W14",TRUE,100,"Q455","Sans Forgetica","disfluent","0",0
"3710","report","weather","SF","W21",TRUE,100,"Q455","Sans Forgetica","disfluent","news",0
"3711","report","weather","SF","W45",TRUE,100,"Q455","Sans Forgetica","disfluent","weather",1
"3712","report","weather","SF","W10",TRUE,100,"Q455","Sans Forgetica","disfluent","grade",0
"3713","report","weather","SF","W54",TRUE,100,"Q455","Sans Forgetica","disfluent","0",0
"3714","report","weather","SF","W49",TRUE,100,"Q455","Sans Forgetica","disfluent","0",0
"3715","report","weather","SF","W42",TRUE,100,"Q455","Sans Forgetica","disfluent","table",0
"3716","report","weather","SF","W50",TRUE,100,"Q455","Sans Forgetica","disfluent","card",0
"3717","report","weather","SF","W3",TRUE,100,"Q455","Sans Forgetica","disfluent","0",0
"3718","report","weather","SF","W57",FALSE,99,"Q455","Sans Forgetica","disfluent","card",0
"3719","report","weather","SF","W34",FALSE,99,"Q455","Sans Forgetica","disfluent","weather",1
"3720","report","weather","SF","W30",FALSE,99,"Q455","Sans Forgetica","disfluent","bug",0
"3721","quarter","dollar","SF","W52",TRUE,100,"Q456","Sans Forgetica","disfluent","dollar",1
"3722","quarter","dollar","SF","W51",TRUE,100,"Q456","Sans Forgetica","disfluent","0",0
"3723","quarter","dollar","SF","W19",TRUE,100,"Q456","Sans Forgetica","disfluent","0",0
"3724","quarter","dollar","SF","W40",TRUE,100,"Q456","Sans Forgetica","disfluent","0",0
"3725","quarter","dollar","SF","W39",TRUE,100,"Q456","Sans Forgetica","disfluent","dollar",1
"3726","quarter","dollar","SF","W56",TRUE,100,"Q456","Sans Forgetica","disfluent","dollar",1
"3727","quarter","dollar","SF","W55",TRUE,100,"Q456","Sans Forgetica","disfluent","0",0
"3728","quarter","dollar","SF","W25",TRUE,100,"Q456","Sans Forgetica","disfluent","dollar",1
"3729","quarter","dollar","SF","W46",TRUE,100,"Q456","Sans Forgetica","disfluent","dollar",1
"3730","quarter","dollar","SF","W9",TRUE,100,"Q456","Sans Forgetica","disfluent","dollar",1
"3731","quarter","dollar","SF","W16",TRUE,100,"Q456","Sans Forgetica","disfluent","dollar",1
"3732","quarter","dollar","SF","W33",TRUE,100,"Q456","Sans Forgetica","disfluent","dollar",1
"3733","quarter","dollar","SF","W35",TRUE,100,"Q456","Sans Forgetica","disfluent","dime",0
"3734","quarter","dollar","SF","W20",TRUE,100,"Q456","Sans Forgetica","disfluent","0",0
"3735","quarter","dollar","SF","W2",TRUE,100,"Q456","Sans Forgetica","disfluent","mile",0
"3736","quarter","dollar","SF","W38",TRUE,100,"Q456","Sans Forgetica","disfluent","dollar",1
"3737","quarter","dollar","SF","W47",TRUE,100,"Q456","Sans Forgetica","disfluent","dollar",1
"3738","quarter","dollar","SF","W37",TRUE,100,"Q456","Sans Forgetica","disfluent","dollar",1
"3739","quarter","dollar","SF","W17",TRUE,100,"Q456","Sans Forgetica","disfluent","0",0
"3740","quarter","dollar","SF","W58",TRUE,100,"Q456","Sans Forgetica","disfluent","0",0
"3741","quarter","dollar","SF","W13",TRUE,100,"Q456","Sans Forgetica","disfluent","dollar",1
"3742","quarter","dollar","SF","W24",TRUE,100,"Q456","Sans Forgetica","disfluent","0",0
"3743","quarter","dollar","SF","W23",TRUE,100,"Q456","Sans Forgetica","disfluent","dollar",1
"3744","quarter","dollar","SF","W41",TRUE,100,"Q456","Sans Forgetica","disfluent","back",0
"3745","quarter","dollar","SF","W12",TRUE,100,"Q456","Sans Forgetica","disfluent","0",0
"3746","quarter","dollar","SF","W36",TRUE,100,"Q456","Sans Forgetica","disfluent","dollar",1
"3747","quarter","dollar","SF","W22",TRUE,100,"Q456","Sans Forgetica","disfluent","back",0
"3748","quarter","dollar","SF","W31",TRUE,100,"Q456","Sans Forgetica","disfluent","dollar",1
"3749","quarter","dollar","SF","W53",TRUE,100,"Q456","Sans Forgetica","disfluent","dollar",1
"3750","quarter","dollar","SF","W7",TRUE,100,"Q456","Sans Forgetica","disfluent","dollar",1
"3751","quarter","dollar","SF","W43",TRUE,100,"Q456","Sans Forgetica","disfluent","dollar",1
"3752","quarter","dollar","SF","W26",TRUE,100,"Q456","Sans Forgetica","disfluent","panel",0
"3753","quarter","dollar","SF","W59",TRUE,100,"Q456","Sans Forgetica","disfluent","size",0
"3754","quarter","dollar","SF","W48",TRUE,100,"Q456","Sans Forgetica","disfluent","dollar",1
"3755","quarter","dollar","SF","W44",TRUE,100,"Q456","Sans Forgetica","disfluent","0",0
"3756","quarter","dollar","SF","W6",TRUE,100,"Q456","Sans Forgetica","disfluent","dollar",1
"3757","quarter","dollar","SF","W11",TRUE,100,"Q456","Sans Forgetica","disfluent","dollar",1
"3758","quarter","dollar","SF","W8",TRUE,100,"Q456","Sans Forgetica","disfluent","dollar",1
"3759","quarter","dollar","SF","W27",TRUE,100,"Q456","Sans Forgetica","disfluent","half",0
"3760","quarter","dollar","SF","W28",TRUE,100,"Q456","Sans Forgetica","disfluent","0",0
"3761","quarter","dollar","SF","W29",TRUE,100,"Q456","Sans Forgetica","disfluent","dollar",1
"3762","quarter","dollar","SF","W4",TRUE,100,"Q456","Sans Forgetica","disfluent","dollar",1
"3763","quarter","dollar","SF","W5",TRUE,100,"Q456","Sans Forgetica","disfluent","dollar",1
"3764","quarter","dollar","SF","W15",TRUE,100,"Q456","Sans Forgetica","disfluent","coin",0
"3765","quarter","dollar","SF","W18",TRUE,100,"Q456","Sans Forgetica","disfluent","dollar",1
"3766","quarter","dollar","SF","W32",TRUE,100,"Q456","Sans Forgetica","disfluent","whole",0
"3767","quarter","dollar","SF","W14",TRUE,100,"Q456","Sans Forgetica","disfluent","dollar",1
"3768","quarter","dollar","SF","W21",TRUE,100,"Q456","Sans Forgetica","disfluent","cuting",0
"3769","quarter","dollar","SF","W45",TRUE,100,"Q456","Sans Forgetica","disfluent","dollar",1
"3770","quarter","dollar","SF","W10",TRUE,100,"Q456","Sans Forgetica","disfluent","money",0
"3771","quarter","dollar","SF","W54",TRUE,100,"Q456","Sans Forgetica","disfluent","0",0
"3772","quarter","dollar","SF","W49",TRUE,100,"Q456","Sans Forgetica","disfluent","dollar",1
"3773","quarter","dollar","SF","W42",TRUE,100,"Q456","Sans Forgetica","disfluent","dollar",1
"3774","quarter","dollar","SF","W50",TRUE,100,"Q456","Sans Forgetica","disfluent","dollar",1
"3775","quarter","dollar","SF","W3",TRUE,100,"Q456","Sans Forgetica","disfluent","dollar",1
"3776","quarter","dollar","SF","W57",FALSE,99,"Q456","Sans Forgetica","disfluent","dollar",1
"3777","quarter","dollar","SF","W34",FALSE,99,"Q456","Sans Forgetica","disfluent","dollar",1
"3778","quarter","dollar","SF","W30",FALSE,99,"Q456","Sans Forgetica","disfluent","dime",0
"3779","college","student","SF","W52",TRUE,100,"Q457","Sans Forgetica","disfluent","student",1
"3780","college","student","SF","W51",TRUE,100,"Q457","Sans Forgetica","disfluent","0",0
"3781","college","student","SF","W19",TRUE,100,"Q457","Sans Forgetica","disfluent","student",1
"3782","college","student","SF","W40",TRUE,100,"Q457","Sans Forgetica","disfluent","0",0
"3783","college","student","SF","W39",TRUE,100,"Q457","Sans Forgetica","disfluent","student",1
"3784","college","student","SF","W56",TRUE,100,"Q457","Sans Forgetica","disfluent","student",1
"3785","college","student","SF","W55",TRUE,100,"Q457","Sans Forgetica","disfluent","0",0
"3786","college","student","SF","W25",TRUE,100,"Q457","Sans Forgetica","disfluent","university",0
"3787","college","student","SF","W46",TRUE,100,"Q457","Sans Forgetica","disfluent","school",0
"3788","college","student","SF","W9",TRUE,100,"Q457","Sans Forgetica","disfluent","student",1
"3789","college","student","SF","W16",TRUE,100,"Q457","Sans Forgetica","disfluent","classes",0
"3790","college","student","SF","W33",TRUE,100,"Q457","Sans Forgetica","disfluent","student",1
"3791","college","student","SF","W35",TRUE,100,"Q457","Sans Forgetica","disfluent","0",0
"3792","college","student","SF","W20",TRUE,100,"Q457","Sans Forgetica","disfluent","0",0
"3793","college","student","SF","W2",TRUE,100,"Q457","Sans Forgetica","disfluent","student",1
"3794","college","student","SF","W38",TRUE,100,"Q457","Sans Forgetica","disfluent","student",1
"3795","college","student","SF","W47",TRUE,100,"Q457","Sans Forgetica","disfluent","student",1
"3796","college","student","SF","W37",TRUE,100,"Q457","Sans Forgetica","disfluent","student",1
"3797","college","student","SF","W17",TRUE,100,"Q457","Sans Forgetica","disfluent","0",0
"3798","college","student","SF","W58",TRUE,100,"Q457","Sans Forgetica","disfluent","student",1
"3799","college","student","SF","W13",TRUE,100,"Q457","Sans Forgetica","disfluent","student",1
"3800","college","student","SF","W24",TRUE,100,"Q457","Sans Forgetica","disfluent","student",1
"3801","college","student","SF","W23",TRUE,100,"Q457","Sans Forgetica","disfluent","0",0
"3802","college","student","SF","W41",TRUE,100,"Q457","Sans Forgetica","disfluent","degree",0
"3803","college","student","SF","W12",TRUE,100,"Q457","Sans Forgetica","disfluent","student",1
"3804","college","student","SF","W36",TRUE,100,"Q457","Sans Forgetica","disfluent","student",1
"3805","college","student","SF","W22",TRUE,100,"Q457","Sans Forgetica","disfluent","student",1
"3806","college","student","SF","W31",TRUE,100,"Q457","Sans Forgetica","disfluent","student",1
"3807","college","student","SF","W53",TRUE,100,"Q457","Sans Forgetica","disfluent","student",1
"3808","college","student","SF","W7",TRUE,100,"Q457","Sans Forgetica","disfluent","student",1
"3809","college","student","SF","W43",TRUE,100,"Q457","Sans Forgetica","disfluent","0",0
"3810","college","student","SF","W26",TRUE,100,"Q457","Sans Forgetica","disfluent","class",0
"3811","college","student","SF","W59",TRUE,100,"Q457","Sans Forgetica","disfluent","student",1
"3812","college","student","SF","W48",TRUE,100,"Q457","Sans Forgetica","disfluent","student",1
"3813","college","student","SF","W44",TRUE,100,"Q457","Sans Forgetica","disfluent","degree",0
"3814","college","student","SF","W6",TRUE,100,"Q457","Sans Forgetica","disfluent","student",1
"3815","college","student","SF","W11",TRUE,100,"Q457","Sans Forgetica","disfluent","school",0
"3816","college","student","SF","W8",TRUE,100,"Q457","Sans Forgetica","disfluent","student",1
"3817","college","student","SF","W27",TRUE,100,"Q457","Sans Forgetica","disfluent","school",0
"3818","college","student","SF","W28",TRUE,100,"Q457","Sans Forgetica","disfluent","student",1
"3819","college","student","SF","W29",TRUE,100,"Q457","Sans Forgetica","disfluent","professor",0
"3820","college","student","SF","W4",TRUE,100,"Q457","Sans Forgetica","disfluent","student",1
"3821","college","student","SF","W5",TRUE,100,"Q457","Sans Forgetica","disfluent","school",0
"3822","college","student","SF","W15",TRUE,100,"Q457","Sans Forgetica","disfluent","school",0
"3823","college","student","SF","W18",TRUE,100,"Q457","Sans Forgetica","disfluent","0",0
"3824","college","student","SF","W32",TRUE,100,"Q457","Sans Forgetica","disfluent","student",1
"3825","college","student","SF","W14",TRUE,100,"Q457","Sans Forgetica","disfluent","0",0
"3826","college","student","SF","W21",TRUE,100,"Q457","Sans Forgetica","disfluent","class",0
"3827","college","student","SF","W45",TRUE,100,"Q457","Sans Forgetica","disfluent","student",1
"3828","college","student","SF","W10",TRUE,100,"Q457","Sans Forgetica","disfluent","professor",0
"3829","college","student","SF","W54",TRUE,100,"Q457","Sans Forgetica","disfluent","0",0
"3830","college","student","SF","W49",TRUE,100,"Q457","Sans Forgetica","disfluent","0",0
"3831","college","student","SF","W42",TRUE,100,"Q457","Sans Forgetica","disfluent","study",0
"3832","college","student","SF","W50",TRUE,100,"Q457","Sans Forgetica","disfluent","student",1
"3833","college","student","SF","W3",TRUE,100,"Q457","Sans Forgetica","disfluent","student",1
"3834","college","student","SF","W57",FALSE,99,"Q457","Sans Forgetica","disfluent","student",1
"3835","college","student","SF","W34",FALSE,99,"Q457","Sans Forgetica","disfluent","students",0
"3836","college","student","SF","W30",FALSE,99,"Q457","Sans Forgetica","disfluent","student",1
"3837","angle","corner","SF","M42",TRUE,100,"Q434","Sans Forgetica","disfluent","corner",1
"3838","angle","corner","SF","M2",TRUE,100,"Q434","Sans Forgetica","disfluent","angle",0
"3839","angle","corner","SF","M33",TRUE,100,"Q434","Sans Forgetica","disfluent","corner",1
"3840","angle","corner","SF","M35",TRUE,100,"Q434","Sans Forgetica","disfluent","corner",1
"3841","angle","corner","SF","M26",FALSE,99,"Q434","Sans Forgetica","disfluent","0",0
"3842","angle","corner","SF","M17",TRUE,100,"Q434","Sans Forgetica","disfluent","gradient",0
"3843","angle","corner","SF","M4",TRUE,100,"Q434","Sans Forgetica","disfluent","curve",0
"3844","angle","corner","SF","M20",TRUE,100,"Q434","Sans Forgetica","disfluent","corner",1
"3845","angle","corner","SF","M19",TRUE,100,"Q434","Sans Forgetica","disfluent","corner",1
"3846","angle","corner","SF","M9",TRUE,100,"Q434","Sans Forgetica","disfluent","0",0
"3847","angle","corner","SF","M13",TRUE,100,"Q434","Sans Forgetica","disfluent","0",0
"3848","angle","corner","SF","M59",TRUE,100,"Q434","Sans Forgetica","disfluent","0",0
"3849","angle","corner","SF","M14",TRUE,100,"Q434","Sans Forgetica","disfluent","corner",1
"3850","angle","corner","SF","M11",TRUE,100,"Q434","Sans Forgetica","disfluent","0",0
"3851","angle","corner","SF","M44",TRUE,100,"Q434","Sans Forgetica","disfluent","table",0
"3852","angle","corner","SF","M3",TRUE,100,"Q434","Sans Forgetica","disfluent","curve",0
"3853","angle","corner","SF","M39",TRUE,100,"Q434","Sans Forgetica","disfluent","long",0
"3854","angle","corner","SF","M52",TRUE,100,"Q434","Sans Forgetica","disfluent","straight",0
"3855","angle","corner","SF","M36",TRUE,100,"Q434","Sans Forgetica","disfluent","shape",0
"3856","angle","corner","SF","M21",TRUE,100,"Q434","Sans Forgetica","disfluent","0",0
"3857","angle","corner","SF","M38",TRUE,100,"Q434","Sans Forgetica","disfluent","curve",0
"3858","angle","corner","SF","M7",TRUE,100,"Q434","Sans Forgetica","disfluent","corner",1
"3859","angle","corner","SF","M40",TRUE,100,"Q434","Sans Forgetica","disfluent","0",0
"3860","angle","corner","SF","M48",TRUE,100,"Q434","Sans Forgetica","disfluent","0",0
"3861","angle","corner","SF","M60",TRUE,100,"Q434","Sans Forgetica","disfluent","corner",1
"3862","angle","corner","SF","M32",TRUE,100,"Q434","Sans Forgetica","disfluent","curve",0
"3863","angle","corner","SF","M54",TRUE,100,"Q434","Sans Forgetica","disfluent","corner",1
"3864","angle","corner","SF","M16",TRUE,100,"Q434","Sans Forgetica","disfluent","corner",1
"3865","angle","corner","SF","M18",TRUE,100,"Q434","Sans Forgetica","disfluent","corner",1
"3866","angle","corner","SF","M37",TRUE,100,"Q434","Sans Forgetica","disfluent","curve",0
"3867","angle","corner","SF","M41",TRUE,100,"Q434","Sans Forgetica","disfluent","shape",0
"3868","angle","corner","SF","M23",TRUE,100,"Q434","Sans Forgetica","disfluent","corner",1
"3869","angle","corner","SF","M56",TRUE,100,"Q434","Sans Forgetica","disfluent","0",0
"3870","angle","corner","SF","M58",TRUE,100,"Q434","Sans Forgetica","disfluent","corner",1
"3871","angle","corner","SF","M6",TRUE,100,"Q434","Sans Forgetica","disfluent","triangle",0
"3872","angle","corner","SF","M34",TRUE,100,"Q434","Sans Forgetica","disfluent","0",0
"3873","angle","corner","SF","M10",TRUE,100,"Q434","Sans Forgetica","disfluent","corner",1
"3874","angle","corner","SF","M51",TRUE,100,"Q434","Sans Forgetica","disfluent","corner",1
"3875","angle","corner","SF","M50",TRUE,100,"Q434","Sans Forgetica","disfluent","corner",1
"3876","angle","corner","SF","M31",TRUE,100,"Q434","Sans Forgetica","disfluent","0",0
"3877","angle","corner","SF","M5",TRUE,100,"Q434","Sans Forgetica","disfluent","corner",1
"3878","angle","corner","SF","M45",TRUE,100,"Q434","Sans Forgetica","disfluent","degree",0
"3879","angle","corner","SF","M25",TRUE,100,"Q434","Sans Forgetica","disfluent","angel",0
"3880","angle","corner","SF","M49",TRUE,100,"Q434","Sans Forgetica","disfluent","corner",1
"3881","angle","corner","SF","M22",TRUE,100,"Q434","Sans Forgetica","disfluent","shape",0
"3882","angle","corner","SF","M24",TRUE,100,"Q434","Sans Forgetica","disfluent","degree",0
"3883","angle","corner","SF","M43",TRUE,100,"Q434","Sans Forgetica","disfluent","0",0
"3884","angle","corner","SF","M47",TRUE,100,"Q434","Sans Forgetica","disfluent","corner",1
"3885","angle","corner","SF","M29",TRUE,100,"Q434","Sans Forgetica","disfluent","corner",1
"3886","angle","corner","SF","M53",TRUE,100,"Q434","Sans Forgetica","disfluent","corner",1
"3887","angle","corner","SF","M30",TRUE,100,"Q434","Sans Forgetica","disfluent","0",0
"3888","angle","corner","SF","M12",TRUE,100,"Q434","Sans Forgetica","disfluent","play",0
"3889","angle","corner","SF","M57",TRUE,100,"Q434","Sans Forgetica","disfluent","corner",1
"3890","angle","corner","SF","M46",TRUE,100,"Q434","Sans Forgetica","disfluent","0",0
"3891","angle","corner","SF","M27",TRUE,100,"Q434","Sans Forgetica","disfluent","0",0
"3892","angle","corner","SF","M8",TRUE,100,"Q434","Sans Forgetica","disfluent","shape",0
"3893","angle","corner","SF","M28",TRUE,100,"Q434","Sans Forgetica","disfluent","0",0
"3894","angle","corner","SF","M55",TRUE,100,"Q434","Sans Forgetica","disfluent","triangle",0
"3895","block","street","SF","M42",TRUE,100,"Q435","Sans Forgetica","disfluent","0",0
"3896","block","street","SF","M2",TRUE,100,"Q435","Sans Forgetica","disfluent","card",0
"3897","block","street","SF","M33",TRUE,100,"Q435","Sans Forgetica","disfluent","square",0
"3898","block","street","SF","M35",TRUE,100,"Q435","Sans Forgetica","disfluent","letters",0
"3899","block","street","SF","M26",FALSE,99,"Q435","Sans Forgetica","disfluent","0",0
"3900","block","street","SF","M17",TRUE,100,"Q435","Sans Forgetica","disfluent","chunk",0
"3901","block","street","SF","M4",TRUE,100,"Q435","Sans Forgetica","disfluent","square",0
"3902","block","street","SF","M20",TRUE,100,"Q435","Sans Forgetica","disfluent","0",0
"3903","block","street","SF","M19",TRUE,100,"Q435","Sans Forgetica","disfluent","0",0
"3904","block","street","SF","M9",TRUE,100,"Q435","Sans Forgetica","disfluent","0",0
"3905","block","street","SF","M13",TRUE,100,"Q435","Sans Forgetica","disfluent","0",0
"3906","block","street","SF","M59",TRUE,100,"Q435","Sans Forgetica","disfluent","0",0
"3907","block","street","SF","M14",TRUE,100,"Q435","Sans Forgetica","disfluent","square",0
"3908","block","street","SF","M11",TRUE,100,"Q435","Sans Forgetica","disfluent","0",0
"3909","block","street","SF","M44",TRUE,100,"Q435","Sans Forgetica","disfluent","work",0
"3910","block","street","SF","M3",TRUE,100,"Q435","Sans Forgetica","disfluent","street",1
"3911","block","street","SF","M39",TRUE,100,"Q435","Sans Forgetica","disfluent","street",1
"3912","block","street","SF","M52",TRUE,100,"Q435","Sans Forgetica","disfluent","circle",0
"3913","block","street","SF","M36",TRUE,100,"Q435","Sans Forgetica","disfluent","square",0
"3914","block","street","SF","M21",TRUE,100,"Q435","Sans Forgetica","disfluent","0",0
"3915","block","street","SF","M38",TRUE,100,"Q435","Sans Forgetica","disfluent","party",0
"3916","block","street","SF","M7",TRUE,100,"Q435","Sans Forgetica","disfluent","street",1
"3917","block","street","SF","M40",TRUE,100,"Q435","Sans Forgetica","disfluent","0",0
"3918","block","street","SF","M48",TRUE,100,"Q435","Sans Forgetica","disfluent","street",1
"3919","block","street","SF","M60",TRUE,100,"Q435","Sans Forgetica","disfluent","street",1
"3920","block","street","SF","M32",TRUE,100,"Q435","Sans Forgetica","disfluent","wood",0
"3921","block","street","SF","M54",TRUE,100,"Q435","Sans Forgetica","disfluent","0",0
"3922","block","street","SF","M16",TRUE,100,"Q435","Sans Forgetica","disfluent","street",1
"3923","block","street","SF","M18",TRUE,100,"Q435","Sans Forgetica","disfluent","block",0
"3924","block","street","SF","M37",TRUE,100,"Q435","Sans Forgetica","disfluent","squar",0
